ResponseId,MID,treatment,t1,t2,t3,t4,t1n,t2n,average score,best_tip,best_tips,best_tip_open,post_diff,post_similar,post_age,post_gender,post_edu,post_strategy,post_strategy2,post_prioritize,post_change2,Group #,Dim. 1,Dim. 2 (Advantage),Dim. 3 (Explanation),Dim. 4 (Negative / Positive)
R_yqY6xKo4dUHco6d,A1ODKX8APG7Q9J,control,38,35,35,35,21,20,30.66666667,Server should cook once / Sous-Chef should cook three times,"Server should cook once / Sous-Chef should cook three times,Server should plate three times / Sous-Chef should plate once",The server should cook the meat once.,Slightly difficult,Once in a while,32,Female,4 year degree,Make sure to give jobs to the ones who do them the quickest.,"Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Make sure the longest jobs go to the chef and sous-chef because they do them the quickest. The server plates the fastest so save those for him.,"I made sure everyone was busy most of the time. If someone was idle, it was for a purpose. Saved all of the plating for the server unless the sous-chef would have been idle for long enough.",3,K1,D0,E0,N0
R_yrKr3inrXDL5Lvb,A2PK2UX3AECX9U,control,38,39,40,42,23,20,33.66666667,Server shouldn't cook / Sous-Chef should do all cooking,Server should cook once / Sous-Chef should cook three times,Server should cook,Slightly difficult,Once in a while,38,Female,Professional degree,to give the tasks to the worker who complete in the most efficient time,Learn who is faster at what first and then assign task to worker who does it the fastest.,By the number of ticks left,I tried to disburse the tasks evenly,3,K4,D0,E0,N0
R_z6DSJfELElPHABP,A1ZYTJAQNS5ICC,control,41,38,38,36,26,21,33.33333333,Server should do all plating / Sous-Chef shouldn't plate,"Server should chop three times / Sous-Chef should chop once,Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate",Make sure the Server is available to plate,Slightly difficult,2-3 times a week,18,Male,Some college,My strategy was to make sure the workers got jobs they were good at so it would waste less time overall.,Learn who is faster at what first and then assign task to worker who does it the fastest.,"I gave the workers tasks that minimized the amount of ticks required to complete, like how cooking only took 8 from the chef instead of 12 from the server. However, if there was no other task avaliable - I would allow them to both do the same task (like how both needed to chop the burger meat to move on, even though the server required 3 ticks instead of 2)","I had to be much more careful with what tasks I gave to my workers, as it could make them stuck doing a task the other would've completed ages ago.",3,D1,A2,E0,N0
R_09f8RCjNyCadwPv,AZNQ8GOPC1TQB,s1,38,38,40,36,26,20,33,Server should cook once / Sous-Chef should cook three times,Server should cook once / Sous-Chef should cook three times,I think what is currently displayed is good: The Server should cook once,Slightly difficult,Once in a while,32,Female,Doctorate,Trying to find a combination of leaving workers idle as little as possible while only assigning tasks to the workers who would be able to complete them in the fewest ticks,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",Tried as much as possible to assign a task to the worker who could complete it in the fewest ticks,Workers had to perform their non-ideal tasks more often in order to get everything done; it became more about prioritizing not giving them their least compatible task,3,K1,D0,E0,N0
R_0OFNLlTMtF6YuXf,A1NOHQCTS0GYO9,s1,42,38,37,36,25,25,33.83333333,Server should chop only in the first tick,"Server should plate three times / Sous-Chef should plate once,Server should chop only in the first tick",Minimize downtime,Slightly difficult,Never,21,Male,4 year degree,Trying to keep staff specialized,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",Assigning tasks they could complete quicker than others.,Used less specialization,2,,,,N0
R_0SrUdDhR075sWyZ,AWX82YIZL7HAY,s1,36,36,38,38,21,23,32,Server should cook once / Sous-Chef should cook three times,"Server should chop once / Sous-Chef should chop three times,Server should cook once / Sous-Chef should cook three times",Get first meal out fast,Slightly easy,Once in a while,33,Male,Professional degree,Try to understand each strengths and play to those,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",First get one out to get the last order then maximize the workers time,Try to make the first dish come out as soon as possible,2,,,,N0
R_0dkmFxzVGbM4H17,AIPD7LQKKM9TE,s1,40,42,40,40,28,22,35.33333333,Keep everyone busy at all time / Do not leave anyone idle,Server should chop once / Sous-Chef should chop three times,Server should cook at least once,Slightly difficult,2-3 times a week,29,Female,Some college,keep an eye on when a new task was available and when a worker was finished.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",The one with the higher position always got the cooking tasks the server got the plating and so on.,I would categorize which tasks should go to which worker,3,K1,D0,E0,N0
R_0kTTXuzLnqZsQzT,A2NKWQBUT6Y0RA,s1,38,36,38,38,21,22,32.16666667,Server should plate once / Sous-Chef should plate three times,Server should cook once / Sous-Chef should cook three times,Give the cooking to the chef and plating to server.,Moderately difficult,Never,47,Female,4 year degree,Just allocate things to the best person,Keep all workers busy,as they came in.,I didn't I just tried to get along.,3,"K4, P4","A0, A2",E0,N0
R_0wGrOYGF4mSwcxz,A3QH42Q9G7UQD5,s1,39,41,37,36,32,32,36.16666667,Server should chop once / Sous-Chef should chop three times,Server and Sous-Chef should chop two times each,burger,Moderately easy,4-6 times a week,42,Female,Professional degree,nothing,Assign the same task to the same worker,not,4,1,,,,
R_10GbVmPNCebUOBA,A2AJ5QFNC9KF43,s1,41,38,38,35,23,21,32.66666667,Server should cook once / Sous-Chef should cook three times,Server should cook once / Sous-Chef should cook three times,Have the server cook 1 burger near the beginning,Moderately difficult,2-3 times a week,40,Male,Professional degree,Just figure out how to multitask most efficiently based on how fast each worker could do the various tasks and which functions they were best at,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",Tried to keep cooking on the fastest track when possible but also not to have any orders held up or workers not being used,Had to figure out when to use the server to cook,3,K1,D0,E0,N0
R_10VgfXmESzXzuNR,A1QLD695TWUVKG,s1,40,38,38,38,24,20,33,Server should cook once / Sous-Chef should cook three times,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook,Extremely easy,Never,21,Male,Some college,To give people tasks that aligned with their job description,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",To match their job description,I didn't realize you could assign several tasks,3,K0,D0,E0,N1
R_10ZuqmQLbSY7DZb,A3PVTAHBV33G82,s1,38,36,38,37,22,20,31.83333333,Keep everyone busy at all time / Do not leave anyone idle,"Server should chop once / Sous-Chef should chop three times,Keep everyone busy at all time / Do not leave anyone idle",Utilizing the server properly is key.,Moderately difficult,Once a month,37,Other,Some college,Try to coordinate how long each thing took so someone was always working on something,"Keep all workers busy,Assign the same task to the same worker","If someone made something fast, they took priority, but if two people did something medium speed, as long as the previous step was faster it could be staggered properly.",Tried to shift roles as needed,2,,,,N0
R_10w2ElOfgLjfBUq,A1DT99CTT9CBIJ,s1,41,37,41,36,33,25,35.5,Server should cook once / Sous-Chef should cook three times,Server and Sous-Chef should chop two times each,Server should never cook,Moderately easy,Once a month,18,Male,Some college,Greedy optimization,Keep all workers busy,not really,"Yeah, sometimes i waited for both workers to be available",3,K0,D0,E0,N1
R_110g7Pgsf88Hzvk,AMGV4GXMGPFRC,s1,44,36,38,37,21,22,33,Server should cook once / Sous-Chef should cook three times,Server should chop three times / Sous-Chef should chop once,Have sous-chef plate once.,Slightly difficult,Never,33,Male,2 year degree,YES,Keep all workers busy,Cooking for Chefs plating for servers,Assigned more to server.,3,P1,D2,E0,N0
R_11ddIlaTpv5mRlb,A2D7T48FQIRS3F,s1,37,47,39,38,32,31,37.33333333,Server should chop once / Sous-Chef should chop three times,"Server should plate three times / Sous-Chef should plate once,Server should do all plating / Sous-Chef shouldn't plate,Server should chop only in the first tick",server should only plate,Slightly difficult,Never,46,Male,Some college,First actually learn the game then apply knowledge,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",by how many ticks it took each worker,i didnt change strategy,3,P4,A2,E0,N0
R_12mbLuYM4zgTGLM,A1OZSTNGS17XM6,s1,38,41,38,39,21,21,33,Server should cook once / Sous-Chef should cook three times,"Server should cook once / Sous-Chef should cook three times,Server should do all plating / Sous-Chef shouldn't plate,Server should chop only in the first tick",server needs to cook,Slightly difficult,Once in a while,52,Female,2 year degree,utilize the workers,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",What jobs they would do quickest,left some idle,3,K4,D0,E0,N0
R_12xnsaJbjWW17ca,AKH7SSHVTY1JN,s1,39,35,38,36,22,21,31.83333333,Keep everyone busy at all time / Do not leave anyone idle,Server should cook once / Sous-Chef should cook three times,Chef should not plate.,Slightly difficult,Once a month,36,Female,Some college,Play to workers strengths.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",Time per task,Used server for prep.,3,P0,D2,E0,N1
R_1BXa8wNyeByX7fI,A18EJR0U61DDII,s1,38,39,39,39,21,20,32.66666667,Keep everyone busy at all time / Do not leave anyone idle,Server shouldn't cook / Sous-Chef should do all cooking,Sous chef should do all cooking,Slightly difficult,4-6 times a week,54,Female,Some college,To try and get them done in time allowed.,"Keep all workers busy,Assign the same task to the same worker","Cook did most cooking, Sous Chef preparing, and server plating. Then got harder when chef not there and tried to have both preparing(chopping) to begin, Sous Chef do most Cooking and try to have server plate more than Sous Chef who was Cooking.",When number of workers changed i tried to have both chop and sous cook and server plate except it said server should cook once so i let him cook once.,3,K4,A0,E0,N0
